"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00086","","","","3","0","1.758544","0.832035","0","0.425765","1.31665","2.281827","8.3963203","1","30","25","24","30","21","4","2","2.2699151","1","66.0982513","78.4662323","47.63888889","5","3","15.0981293","12.5980682","6","3.2","0.8","8.2","4","12.2","51","0.106666667","0.038095238","0.078431373","2.04","1.7","1.2","1","0.16","0.133333333","0.328","0.273333333","58.82352941","32.78688525","83.33333333","1.905555556","3.555555556","4.266666667","4.444444444","5.333333333","9.111111111","10.93333333","2.117283951","2.540740741","13.55555556","16.26666667"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00087","","","","1","0.8051739","1.8471529","0.980673","0.755262","1.325989","2.2105939","2.847326","10.6647472","1","30","28","25","35","16","4","5","2.644789","1","61.4145088","71.5247345","43.4010653","3","5","16.6503067","12.5191355","7","6.1","0.7","10.1","6.8","16.9","51","0.174285714","0.04375","0.133333333","1.821428571","1.7","1.25","1.166666667","0.242857143","0.226666667","0.360714286","0.336666667","68.62745098","40.23668639","93.33333333","2.95127244","6.777777778","7.261904762","7.555555556","8.095238095","11.22222222","12.02380952","3.2791916","3.513419572","18.77777778","20.11904762"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00088","","","","1","0","1.525125","0.792476","1.167063","1.856055","2.3830881","3.465838","12.6574755","1","30","24","24","37","31","2","5","2.06739","1","62.2519722","71.9144745","40.71939587","3","3","15.9597931","12.2789688","7","8.6","1","12.6","9.6","22.2","68","0.232432432","0.032258065","0.141176471","2.833333333","2.266666667","1.541666667","1.233333333","0.4","0.32","0.525","0.42","54.41176471","43.24324324","80","3.909062004","9.555555556","11.94444444","10.66666667","13.33333333","14","17.5","4.343402226","5.429252783","24.66666667","30.83333333"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00089","","","","1","2.0463753","1.684225","0.844235","0.542234","1.166503","2.0518661","2.443295","0.154385","1","30","27","27","56","9","6","6","2.608274","1","64.0306625","70.697876","33.08240887","3","3","14.7856216","13.0646677","6","9.6","0.4","13.6","10","23.6","65","0.171428571","0.044444444","0.153846154","2.407407407","2.166666667","2.074074074","1.866666667","0.37037037","0.333333333","0.503703704","0.453333333","86.15384615","42.37288136","90","3.308240887","10.66666667","11.85185185","11.11111111","12.34567901","15.11111111","16.79012346","3.675823208","4.084248009","26.22222222","29.13580247"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00009","","","","3","","","","","","","","","1","30","6","6","2","6","","","","1","","","","4","7","","","4","0.4","0.6","6.4","1","7.4","8","0.2","0.1","0.125","1.333333333","0.266666667","0.333333333","0.066666667","0.166666667","0.033333333","1.066666667","0.213333333","25","13.51351351","20","","0.444444444","2.222222222","1.111111111","5.555555556","7.111111111","35.55555556","","","8.222222222","41.11111111"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00090","","","","3","45.4805489","2.077029","0.955291","0","0.900109","3.7489581","3.3109429","12.7277336","1","30","21","21","58","30","9","9","3.664499","1","59.9082031","70.7998886","39.01956908","2","1","7.712326","14.4279919","7","10.4","1.2","15.4","11.6","27","88","0.179310345","0.04","0.131818182","4.19047619","2.933333333","2.761904762","1.933333333","0.552380952","0.386666667","0.733333333","0.513333333","65.90909091","42.96296296","70","4.526270013","11.55555556","16.50793651","12.88888889","18.41269841","17.11111111","24.44444444","5.029188904","7.184555577","30","42.85714286"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00091","","","","3","0","1.878271","0.86487","1.066448","1.27319","2.444972","3.0283289","17.7281036","1","30","27","27","81","38","3","8","1.6884","1","59.0879135","72.0707397","37.08110252","2","1","17.4424667","13.9283686","7","17","1.6","21","18.6","39.6","119","0.209876543","0.042105263","0.156302521","4.407407407","3.966666667","3","2.7","0.688888889","0.62","0.777777778","0.7","68.06722689","46.96969697","90","6.897085069","18.88888889","20.98765432","20.66666667","22.96296296","23.33333333","25.92592593","7.663427854","8.514919838","44","48.88888889"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00092","","","","1","3.801527","2.425858","0.920868","0.67774","2.2576399","2.0565491","4.2719769","12.5870295","1","30","30","30","38","30","3","8","2.374912","1","60.6091919","73.2207642","46.39541774","3","3","16.9687347","14.424305","7","5.1","1","9.1","6.1","15.2","68","0.134210526","0.033333333","0.089705882","2.266666667","2.266666667","1.266666667","1.266666667","0.203333333","0.203333333","0.303333333","0.303333333","55.88235294","40.13157895","100","2.830120482","5.666666667","5.666666667","6.777777778","6.777777778","10.11111111","10.11111111","3.144578313","3.144578313","16.88888889","16.88888889"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00093","","","","1","0","1.58288","0.903637","0.62755","1.834066","2.7930729","3.536113","17.1392097","1","30","30","30","150","40","2","8","2.32095","1","57.0814362","72.0647507","35.89946566","1","1","19.0151443","11.2631302","8","30.2","1.2","33.2","31.4","64.6","190","0.201333333","0.03","0.165263158","6.333333333","6.333333333","5","5","1.046666667","1.046666667","1.106666667","1.106666667","78.94736842","48.60681115","100","11.27243222","33.55555556","33.55555556","34.88888889","34.88888889","36.88888889","36.88888889","12.52492469","12.52492469","71.77777778","71.77777778"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00094","","","","1","0","1.816221","1.016549","0.619665","0.864167","2.68612","2.686106","15.6126728","1","30","24","23","35","10","3","8","2.820534","1","56.9516296","67.091835","38.60547567","4","1","19.3431702","13.741765","8","14.2","0.6","17.2","14.8","32","45","0.405714286","0.06","0.328888889","1.875","1.5","1.458333333","1.166666667","0.616666667","0.493333333","0.716666667","0.573333333","77.77777778","46.25","80","5.713610399","15.77777778","19.72222222","16.44444444","20.55555556","19.11111111","23.88888889","6.348455999","7.935569999","35.55555556","44.44444444"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00095","","","","5","5.9944115","1.9385279","0.777352","0.677795","2.3700769","1.7468489","4.1337252","8.1632881","1","30","29","27","24","14","5","7","1.8324341","1","64.0914536","70.0889359","42.31752902","3","3","15.7786865","12.8677149","6","3.7","0.4","7.7","4.1","11.8","38","0.154166667","0.028571429","0.107894737","1.310344828","1.266666667","0.827586207","0.8","0.14137931","0.136666667","0.265517241","0.256666667","63.15789474","34.74576271","96.66666667","1.73501869","4.111111111","4.252873563","4.555555556","4.712643678","8.555555556","8.850574713","1.927798544","1.994274356","13.11111111","13.56321839"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00096","","","","3","","","","","","","","","1","30","6","1","","2","","","","1","","","","5","7","","","7","","0.1","","","","","","0.05","","","","","","","","","","","","20","","","","","","","","","","",""
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00097","","","","3","4.8178463","2.2343619","0.976994","0.729059","1.568621","2.76086","3.57566","15.0883961","1","30","15","15","17","12","6","8","4.5361209","1","51.2864647","66.1763687","42.51579779","4","3","21.919281","14.158638","6","2.7","0.5","7.7","3.2","10.9","29","0.158823529","0.041666667","0.110344828","1.933333333","0.966666667","1.133333333","0.566666667","0.213333333","0.106666667","0.513333333","0.256666667","58.62068966","29.35779817","50","1.360505529","3","6","3.555555556","7.111111111","8.555555556","17.11111111","1.51167281","3.023345621","12.11111111","24.22222222"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00098","","","","3","0","1.551865","0.753033","0.118547","0.49361","1.591601","1.5752439","10.9258404","1","30","26","26","58","10","4","8","2.2302549","1","65.2078629","76.0666122","47.80963759","3","1","14.8562469","12.5189638","6","14.3","0.6","19.3","14.9","34.2","68","0.246551724","0.06","0.219117647","2.615384615","2.266666667","2.230769231","1.933333333","0.573076923","0.496666667","0.742307692","0.643333333","85.29411765","43.56725146","86.66666667","7.123636001","15.88888889","18.33333333","16.55555556","19.1025641","21.44444444","24.74358974","7.915151112","9.132866668","38","43.84615385"
"","","GHP2018EJR-ST01","","","","","","","","","GHP2018EJR-ST01-00099","","","","3","0","1.939133","0.831965","0.322916","1.551321","2.413131","3.134937","20.8200607","1","30","18","18","42","14","3","8","2.277472","1","56.5514755","74.2425537","42.12926249","3","3","20.3620453","12.7678127","6","9.4","0.5","14.4","9.9","24.3","56","0.223809524","0.035714286","0.176785714","3.111111111","1.866666667","2.333333333","1.4","0.55","0.33","0.8","0.48","75","40.74074074","60","4.170796987","10.44444444","17.40740741","11","18.33333333","16","26.66666667","4.634218874","7.723698123","27","45"
