"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00461","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00462","","","","4.72","60.04","17.2032738","2.34","1.38","14.24","48.59","3.17","5.09","7.56","2","29.30644165","12","12","4","3","3","2","1","1","1","3","5","2","0.34","0.12","5.45","0.46","5.91","5","0.113333333","0.06","0.092","1.25","0.416666667","0.75","0.25","0.115","0.038333333","1.3625","0.454166667","60","7.783417936","33.33333333","0.134809632","0.944444444","2.833333333","1.277777778","3.833333333","15.13888889","45.41666667","0.374471199","1.123413597","16.41666667","49.25"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00463","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00464","","","","","","","","","","","","","","","","12","8","5","","","","","","","","","4","","","0.15","","","","","","","","","","","","","0.03","0.0125","","","41.66666667","","","","","","0.416666667","1","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00465","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00466","","","","3","66.84","0","1.46","0.85","17.23","48.63","2.65","4.46","12.23","3","35.43080403","12","10","8","4","4","6","2","1","1","4","2","2","0.24","0.12","5.05","0.36","5.41","10","0.06","0.02","0.036","1.25","0.833333333","0.5","0.333333333","0.045","0.03","0.63125","0.420833333","40","6.654343808","66.66666667","0.127550895","0.666666667","1","1","1.5","14.02777778","21.04166667","0.35430804","0.53146206","15.02777778","22.54166667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00467","","","","4.52","61.97","32.6121635","1.99","1.21","14.57","48.66","2.74","4.76","12.35","3","29.94245787","12","12","4","1","1","0","1","1","1","3","6","6","0.12","0","1.2","0.12","1.32","1","0.12","","0.12","0.25","0.083333333","0.25","0.083333333","0.03","0.01","0.3","0.1","100","9.090909091","33.33333333","0.035930949","0.333333333","1","0.333333333","1","3.333333333","10","0.099808193","0.299424579","3.666666667","11"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00468","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00469","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00470","","","","","","","","","","","","","","","","12","12","3","1","0","2","1","1","1","4","7","5","0","0.1","1.45","0.1","1.55","2","","0.05","0.05","0.666666667","0.166666667","0","0","0.033333333","0.008333333","0.483333333","0.120833333","0","6.451612903","25","","0","0","0.277777778","1.111111111","4.027777778","16.11111111","","","4.305555556","17.22222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00471","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00472","","","","5.78","62.98","0","2.2","1.34","13.97","48.35","1.88","3","12.22","3","28.89348501","12","12","10","10","8","20","1","1","1","1","1","3","1.58","0.98","3.8","2.56","6.36","28","0.1975","0.049","0.091428571","2.8","2.333333333","0.8","0.666666667","0.256","0.213333333","0.38","0.316666667","28.57142857","40.25157233","83.33333333","0.739673216","4.388888889","5.266666667","7.111111111","8.533333333","10.55555556","12.66666667","2.054647823","2.465577387","17.66666667","21.2"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00473","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00474","","","","4.12","63.44","17.8650665","2.09","1.11","16.06","48.95","0.67","1.58","14.5","3","32.80898876","12","12","8","6","11","16","2","1","1","3","1","3","1.9","0.56","4.9","2.46","7.36","27","0.172727273","0.035","0.091111111","3.375","2.25","1.375","0.916666667","0.3075","0.205","0.6125","0.408333333","40.74074074","33.42391304","66.66666667","0.807101124","5.277777778","7.916666667","6.833333333","10.25","13.61111111","20.41666667","2.241947566","3.362921348","20.44444444","30.66666667"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00475","","","","5.16","68.55","0","1.96","1.34","15.91","48.45","1","3.19","13.08","3","32.8379773","12","8","4","2","2","9","1","1","1","5","6","4","0.28","0.3","2.75","0.58","3.33","11","0.14","0.033333333","0.052727273","2.75","0.916666667","0.5","0.166666667","0.145","0.048333333","0.6875","0.229166667","18.18181818","17.41741742","33.33333333","0.190460268","0.777777778","2.333333333","1.611111111","4.833333333","7.638888889","22.91666667","0.529056301","1.587168903","9.25","27.75"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00476","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00477","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00478","","","","3.62","65.45","1.7277203","1.96","1.02","15.94","48.31","3.19","4.81","5.98","4","32.99523908","12","12","6","2","2","0","1","1","1","2","3","3","0.18","0","6.65","0.18","6.83","2","0.09","","0.09","0.333333333","0.166666667","0.333333333","0.166666667","0.03","0.015","1.108333333","0.554166667","100","2.635431918","50","0.05939143","0.5","1","0.5","1","18.47222222","36.94444444","0.164976195","0.329952391","18.97222222","37.94444444"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00479","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00480","","","","","","","","","","","","","","","","12","12","7","1","0","5","1","1","1","2","8","3","0","0.1","4.65","0.1","4.75","5","","0.02","0.02","0.714285714","0.416666667","0","0","0.014285714","0.008333333","0.664285714","0.3875","0","2.105263158","58.33333333","","0","0","0.277777778","0.476190476","12.91666667","22.14285714","","","13.19444444","22.61904762"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00481","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00482","","","","","","","","","","","","","","","","12","12","9","1","0","2","1","1","1","4","6","4","0","0.1","5.25","0.1","5.35","2","","0.05","0.05","0.222222222","0.166666667","0","0","0.011111111","0.008333333","0.583333333","0.4375","0","1.869158879","75","","0","0","0.277777778","0.37037037","14.58333333","19.44444444","","","14.86111111","19.81481481"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00483","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00484","","","","","","","","","","","","","","","","12","12","5","0","0","0","","","","","","4","0","0","0.95","0","0.95","0","","","","0","0","0","0","0","0","0.19","0.079166667","","0","41.66666667","","0","0","0","0","2.638888889","6.333333333","","","2.638888889","6.333333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00485","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00486","","","","3.89","69.78","0","1.8","0.88","19.01","48.95","1.23","1.83","9.28","2","38.83554648","12","10","6","6","13","20","1","1","1","1","3","3","2.22","0.82","5.4","3.04","8.44","33","0.170769231","0.041","0.092121212","5.5","2.75","2.166666667","1.083333333","0.506666667","0.253333333","0.9","0.45","39.39393939","36.01895735","50","1.180600613","6.166666667","12.33333333","8.444444444","16.88888889","15","30","3.279446147","6.558892294","23.44444444","46.88888889"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00487","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00488","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00489","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00490","","","","","","","","","","","","","","","","12","10","5","0","0","0","","","","","","4","0","0","1.65","0","1.65","0","","","","0","0","0","0","0","0","0.33","0.1375","","0","41.66666667","","0","0","0","0","4.583333333","11","","","4.583333333","11"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00491","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00492","","","","4.75","61.96","15.3042336","2.26","1.38","14.22","48.78","3.14","5.3","10.5","3","29.15129151","12","11","6","3","5","4","2","1","1","1","4","1","0.68","0.12","12.65","0.8","13.45","9","0.136","0.03","0.088888889","1.5","0.75","0.833333333","0.416666667","0.133333333","0.066666667","2.108333333","1.054166667","55.55555556","5.94795539","50","0.233210332","1.888888889","3.777777778","2.222222222","4.444444444","35.13888889","70.27777778","0.647806478","1.295612956","37.36111111","74.72222222"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00493","","","","2.74","68.43","0.7102699","1.65","0.8","16.54","48.87","3.35","5.09","5.49","3","33.84489462","12","6","6","4","5","5","1","1","1","4","4","1","1.32","0.22","12.15","1.54","13.69","10","0.264","0.044","0.154","1.666666667","0.833333333","0.833333333","0.416666667","0.256666667","0.128333333","2.025","1.0125","50","11.24908692","50","0.521211377","3.666666667","7.333333333","4.277777778","8.555555556","33.75","67.5","1.447809381","2.895618762","38.02777778","76.05555556"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00494","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00495","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00496","","","","5.16","63.44","10.0478916","2.5","1.42","15.63","48.86","0.79","1.95","13.62","2","31.98935735","12","12","4","2","2","0","1","1","1","3","4","6","0.22","0","2.75","0.22","2.97","2","0.11","","0.11","0.5","0.166666667","0.5","0.166666667","0.055","0.018333333","0.6875","0.229166667","100","7.407407407","33.33333333","0.070376586","0.611111111","1.833333333","0.611111111","1.833333333","7.638888889","22.91666667","0.195490517","0.586471551","8.25","24.75"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00497","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00498","","","","6.54","59.6","13.5889435","2.69","1.64","12.69","48.52","3.42","4.9","7.61","3","26.15416323","12","8","5","3","2","2","1","1","1","6","5","2","0.4","0.08","2.7","0.48","3.18","4","0.2","0.04","0.12","0.8","0.333333333","0.4","0.166666667","0.096","0.04","0.54","0.225","50","15.09433962","41.66666667","0.125539984","1.111111111","2.666666667","1.333333333","3.2","7.5","18","0.348722176","0.836933223","8.833333333","21.2"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00499","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00500","","","","4.91","63.03","13.8588791","2.12","1.31","14.86","47.85","2.54","4.35","9.96","3","31.0553814","12","9","6","2","2","4","1","1","1","5","5","1","0.22","0.12","4.7","0.34","5.04","6","0.11","0.03","0.056666667","1","0.5","0.333333333","0.166666667","0.056666667","0.028333333","0.783333333","0.391666667","33.33333333","6.746031746","50","0.105588297","0.611111111","1.222222222","0.944444444","1.888888889","13.05555556","26.11111111","0.293300824","0.586601649","14","28"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00501","","","","3.97","61.69","24.8984528","2.25","1.25","12.67","48.22","2.56","4.41","14.63","3","26.2754044","12","12","7","5","6","6","1","2","1","6","4","4","0.74","0.16","5.35","0.9","6.25","12","0.123333333","0.026666667","0.075","1.714285714","1","0.857142857","0.5","0.128571429","0.075","0.764285714","0.445833333","50","14.4","58.33333333","0.23647864","2.055555556","3.523809524","2.5","4.285714286","14.86111111","25.47619048","0.65688511","1.12608876","17.36111111","29.76190476"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00502","","","","","","","","","","","","","","","","12","0","0","0","0","0","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","0","","0","","0","","","","0",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00503","","","","","","","","","","","","","","","","12","11","9","3","0","3","1","1","1","","8","4","0","0.08","3.2","0.08","3.28","3","","0.026666667","0.026666667","0.333333333","0.25","0","0","0.008888889","0.006666667","0.355555556","0.266666667","0","2.43902439","75","","0","0","0.222222222","0.296296296","8.888888889","11.85185185","","","9.111111111","12.14814815"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00504","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00505","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00506","","","","","","","","","","","","","","","","12","12","5","0","0","0","","","","","","5","0","0","3.05","0","3.05","0","","","","0","0","0","0","0","0","0.61","0.254166667","","0","41.66666667","","0","0","0","0","8.472222222","20.33333333","","","8.472222222","20.33333333"
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00507","","","","","","","","","","","","","","","","12","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2017WCH-ST02","","","","","","","","","GHP2017WCH-ST02-00508","","","","5.05","61.58","28.3439064","2.08","1.23","12.74","48.69","5.03","7.66","6.05","2","26.16553707","12","12","6","5","4","3","1","1","1","3","4","3","0.68","0.1","3.05","0.78","3.83","7","0.17","0.033333333","0.111428571","1.166666667","0.583333333","0.666666667","0.333333333","0.13","0.065","0.508333333","0.254166667","57.14285714","20.36553525","50","0.204091189","1.888888889","3.777777778","2.166666667","4.333333333","8.472222222","16.94444444","0.56691997","1.13383994","10.63888889","21.27777778"
