"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00037","","","","3","8","3","3","3","3","1","3","6","1","1","0.64","0.3","0.84","0.94","1.78","11","0.213333333","0.0375","0.085454545","3.666666667","3.666666667","1","1","0.313333333","0.313333333","0.28","0.28","27.27272727","52.80898876","100","7.111111111","7.111111111","10.44444444","10.44444444","9.333333333","9.333333333","19.77777778","19.77777778"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00038","","","","3","7","3","3","3","3","1","5","7","2","2","0.84","0.34","2.44","1.18","3.62","10","0.28","0.048571429","0.118","3.333333333","3.333333333","1","1","0.393333333","0.393333333","0.813333333","0.813333333","30","32.59668508","100","9.333333333","9.333333333","13.11111111","13.11111111","27.11111111","27.11111111","40.22222222","40.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00039","","","","6","7","3","3","3","3","1","5","6","1","1","0.67","0.26","0.46","0.93","1.39","13","0.111666667","0.037142857","0.071538462","4.333333333","4.333333333","2","2","0.31","0.31","0.153333333","0.153333333","46.15384615","66.90647482","100","7.444444444","7.444444444","10.33333333","10.33333333","5.111111111","5.111111111","15.44444444","15.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00004","","","","8","13","3","3","3","3","1","5","8","1","1","3.94","0.7","4.3","4.64","8.94","21","0.4925","0.053846154","0.220952381","7","7","2.666666667","2.666666667","1.546666667","1.546666667","1.433333333","1.433333333","38.0952381","51.901566","100","43.77777778","43.77777778","51.55555556","51.55555556","47.77777778","47.77777778","99.33333333","99.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00040","","","","2","5","3","3","3","3","1","7","7","1","1","0.57","0.29","0.43","0.86","1.29","7","0.285","0.058","0.122857143","2.333333333","2.333333333","0.666666667","0.666666667","0.286666667","0.286666667","0.143333333","0.143333333","28.57142857","66.66666667","100","6.333333333","6.333333333","9.555555556","9.555555556","4.777777778","4.777777778","14.33333333","14.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00041","","","","6","3","3","3","3","3","1","7","7","1","1","1.26","0.21","4.41","1.47","5.88","9","0.21","0.07","0.163333333","3","3","2","2","0.49","0.49","1.47","1.47","66.66666667","25","100","14","14","16.33333333","16.33333333","49","49","65.33333333","65.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00042","","","","8","3","3","3","3","3","1","1","7","1","1","1.81","0.55","1.55","2.36","3.91","11","0.22625","0.183333333","0.214545455","3.666666667","3.666666667","2.666666667","2.666666667","0.786666667","0.786666667","0.516666667","0.516666667","72.72727273","60.35805627","100","20.11111111","20.11111111","26.22222222","26.22222222","17.22222222","17.22222222","43.44444444","43.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00043","","","","4","7","3","3","3","3","1","3","7","2","2","0.67","0.26","1.7","0.93","2.63","11","0.1675","0.037142857","0.084545455","3.666666667","3.666666667","1.333333333","1.333333333","0.31","0.31","0.566666667","0.566666667","36.36363636","35.36121673","100","7.444444444","7.444444444","10.33333333","10.33333333","18.88888889","18.88888889","29.22222222","29.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00044","","","","6","4","3","3","3","3","1","5","7","1","1","1.5","0.32","1.01","1.82","2.83","10","0.25","0.08","0.182","3.333333333","3.333333333","2","2","0.606666667","0.606666667","0.336666667","0.336666667","60","64.31095406","100","16.66666667","16.66666667","20.22222222","20.22222222","11.22222222","11.22222222","31.44444444","31.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00045","","","","6","3","3","3","3","2","1","7","7","1","1","0.93","0.15","1.26","1.08","2.34","9","0.155","0.05","0.12","3","3","2","2","0.36","0.36","0.42","0.42","66.66666667","46.15384615","100","10.33333333","10.33333333","12","12","14","14","26","26"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00046","","","","3","2","3","3","3","2","1","7","7","1","1","0.68","0.08","2.06","0.76","2.82","5","0.226666667","0.04","0.152","1.666666667","1.666666667","1","1","0.253333333","0.253333333","0.686666667","0.686666667","60","26.95035461","100","7.555555556","7.555555556","8.444444444","8.444444444","22.88888889","22.88888889","31.33333333","31.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00047","","","","1","5","3","2","3","2","1","7","7","2","2","0.17","0.36","2.42","0.53","2.95","6","0.17","0.072","0.088333333","3","2","0.5","0.333333333","0.265","0.176666667","1.21","0.806666667","16.66666667","17.96610169","66.66666667","1.888888889","2.833333333","5.888888889","8.833333333","26.88888889","40.33333333","32.77777778","49.16666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00048","","","","0","0","2","1","3","0","","","7","1","1","0","0","0.18","0","0.18","0","","","","0","0","0","0","0","0","0.18","0.06","","0","33.33333333","0","0","0","0","2","6","2","6"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00049","","","","1","0","3","1","3","1","1","3","7","1","1","0.3","0","0.5","0.3","0.8","1","0.3","","0.3","1","0.333333333","1","0.333333333","0.3","0.1","0.5","0.166666667","100","37.5","33.33333333","3.333333333","10","3.333333333","10","5.555555556","16.66666667","8.888888889","26.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00005","","","","0","0","3","2","3","0","","","7","1","1","0","0","0.9","0","0.9","0","","","","0","0","0","0","0","0","0.45","0.3","","0","66.66666667","0","0","0","0","10","15","10","15"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00050","","","","1","2","2","1","3","1","1","3","7","1","1","0.21","0.18","0.43","0.39","0.82","3","0.21","0.09","0.13","3","1","1","0.333333333","0.39","0.13","0.43","0.143333333","33.33333333","47.56097561","33.33333333","2.333333333","7","4.333333333","13","4.777777778","14.33333333","9.111111111","27.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00051","","","","3","6","3","3","3","3","1","5","7","1","1","0.59","0.3","1.43","0.89","2.32","9","0.196666667","0.05","0.098888889","3","3","1","1","0.296666667","0.296666667","0.476666667","0.476666667","33.33333333","38.36206897","100","6.555555556","6.555555556","9.888888889","9.888888889","15.88888889","15.88888889","25.77777778","25.77777778"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00052","","","","3","1","3","3","3","3","1","5","7","1","1","1.66","0.01","1.66","1.67","3.33","4","0.553333333","0.01","0.4175","1.333333333","1.333333333","1","1","0.556666667","0.556666667","0.553333333","0.553333333","75","50.15015015","100","18.44444444","18.44444444","18.55555556","18.55555556","18.44444444","18.44444444","37","37"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00053","","","","8","2","3","3","3","3","1","1","7","1","1","2.16","0.22","2.46","2.38","4.84","10","0.27","0.11","0.238","3.333333333","3.333333333","2.666666667","2.666666667","0.793333333","0.793333333","0.82","0.82","80","49.17355372","100","24","24","26.44444444","26.44444444","27.33333333","27.33333333","53.77777778","53.77777778"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00054","","","","0","","3","3","3","2","1","3","7","1","1","0","","2.15","","","","","","","","","0","0","","","0.716666667","0.716666667","","","100","0","0","","","23.88888889","23.88888889","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00055","","","","2","2","3","2","3","2","1","5","7","1","1","1.12","0.02","1.28","1.14","2.42","4","0.56","0.01","0.285","2","1.333333333","1","0.666666667","0.57","0.38","0.64","0.426666667","50","47.10743802","66.66666667","12.44444444","18.66666667","12.66666667","19","14.22222222","21.33333333","26.88888889","40.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00056","","","","5","5","3","3","3","3","1","7","7","1","1","1.18","0.28","2.16","1.46","3.62","10","0.236","0.056","0.146","3.333333333","3.333333333","1.666666667","1.666666667","0.486666667","0.486666667","0.72","0.72","50","40.33149171","100","13.11111111","13.11111111","16.22222222","16.22222222","24","24","40.22222222","40.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00057","","","","5","2","3","3","3","2","1","5","7","1","1","0.46","0.2","0.99","0.66","1.65","7","0.092","0.1","0.094285714","2.333333333","2.333333333","1.666666667","1.666666667","0.22","0.22","0.33","0.33","71.42857143","40","100","5.111111111","5.111111111","7.333333333","7.333333333","11","11","18.33333333","18.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00058","","","","5","6","3","3","3","3","","","7","1","1","0.94","0.26","0.7","1.2","1.9","11","0.188","0.043333333","0.109090909","3.666666667","3.666666667","1.666666667","1.666666667","0.4","0.4","0.233333333","0.233333333","45.45454545","63.15789474","100","10.44444444","10.44444444","13.33333333","13.33333333","7.777777778","7.777777778","21.11111111","21.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00059","","","","6","1","3","2","3","2","1","7","7","1","1","0.87","0.01","1.98","0.88","2.86","7","0.145","0.01","0.125714286","3.5","2.333333333","3","2","0.44","0.293333333","0.99","0.66","85.71428571","30.76923077","66.66666667","9.666666667","14.5","9.777777778","14.66666667","22","33","31.77777778","47.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00006","","","","4","1","2","2","3","2","1","3","8","1","1","1.02","0.13","3.75","1.15","4.9","5","0.255","0.13","0.23","2.5","1.666666667","2","1.333333333","0.575","0.383333333","1.875","1.25","80","23.46938776","66.66666667","11.33333333","17","12.77777778","19.16666667","41.66666667","62.5","54.44444444","81.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00060","","","","2","4","3","2","3","2","1","5","7","1","1","0.28","0.15","0.77","0.43","1.2","6","0.14","0.0375","0.071666667","3","2","1","0.666666667","0.215","0.143333333","0.385","0.256666667","33.33333333","35.83333333","66.66666667","3.111111111","4.666666667","4.777777778","7.166666667","8.555555556","12.83333333","13.33333333","20"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00061","","","","1","4","3","2","3","2","1","1","8","1","1","0.2","0.13","2.33","0.33","2.66","5","0.2","0.0325","0.066","2.5","1.666666667","0.5","0.333333333","0.165","0.11","1.165","0.776666667","20","12.40601504","66.66666667","2.222222222","3.333333333","3.666666667","5.5","25.88888889","38.83333333","29.55555556","44.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00062","","","","6","2","3","3","3","3","3","5","8","1","1","1.69","0.14","2.07","1.83","3.9","8","0.281666667","0.07","0.22875","2.666666667","2.666666667","2","2","0.61","0.61","0.69","0.69","75","46.92307692","100","18.77777778","18.77777778","20.33333333","20.33333333","23","23","43.33333333","43.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00063","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00064","","","","9","0","3","3","3","3","1","7","7","1","1","4.1","0","3.41","4.1","7.51","9","0.455555556","","0.455555556","3","3","3","3","1.366666667","1.366666667","1.136666667","1.136666667","100","54.59387483","100","45.55555556","45.55555556","45.55555556","45.55555556","37.88888889","37.88888889","83.44444444","83.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00065","","","","4","0","2","2","3","2","1","1","7","1","1","1.03","0","0.76","1.03","1.79","4","0.2575","","0.2575","2","1.333333333","2","1.333333333","0.515","0.343333333","0.38","0.253333333","100","57.54189944","66.66666667","11.44444444","17.16666667","11.44444444","17.16666667","8.444444444","12.66666667","19.88888889","29.83333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00066","","","","2","3","3","3","3","3","1","3","7","1","1","0.82","1.68","0.15","2.5","2.65","5","0.41","0.56","0.5","1.666666667","1.666666667","0.666666667","0.666666667","0.833333333","0.833333333","0.05","0.05","40","94.33962264","100","9.111111111","9.111111111","27.77777778","27.77777778","1.666666667","1.666666667","29.44444444","29.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00067","","","","4","4","3","3","3","3","1","5","7","1","1","0.6","0.03","3.47","0.63","4.1","8","0.15","0.0075","0.07875","2.666666667","2.666666667","1.333333333","1.333333333","0.21","0.21","1.156666667","1.156666667","50","15.36585366","100","6.666666667","6.666666667","7","7","38.55555556","38.55555556","45.55555556","45.55555556"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00068","","","","4","11","3","3","3","3","1","3","7","1","1","0.73","0.42","0.92","1.15","2.07","15","0.1825","0.038181818","0.076666667","5","5","1.333333333","1.333333333","0.383333333","0.383333333","0.306666667","0.306666667","26.66666667","55.55555556","100","8.111111111","8.111111111","12.77777778","12.77777778","10.22222222","10.22222222","23","23"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00069","","","","4","7","3","3","3","3","1","1","7","1","1","0.63","0.35","1.47","0.98","2.45","11","0.1575","0.05","0.089090909","3.666666667","3.666666667","1.333333333","1.333333333","0.326666667","0.326666667","0.49","0.49","36.36363636","40","100","7","7","10.88888889","10.88888889","16.33333333","16.33333333","27.22222222","27.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00007","","","","10","4","3","3","3","3","1","3","6","1","1","1.65","0.2","2.15","1.85","4","14","0.165","0.05","0.132142857","4.666666667","4.666666667","3.333333333","3.333333333","0.616666667","0.616666667","0.716666667","0.716666667","71.42857143","46.25","100","18.33333333","18.33333333","20.55555556","20.55555556","23.88888889","23.88888889","44.44444444","44.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00070","","","","5","4","3","3","3","3","1","3","7","1","1","1.28","0.31","2.1","1.59","3.69","9","0.256","0.0775","0.176666667","3","3","1.666666667","1.666666667","0.53","0.53","0.7","0.7","55.55555556","43.08943089","100","14.22222222","14.22222222","17.66666667","17.66666667","23.33333333","23.33333333","41","41"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00071","","","","3","3","3","3","3","3","2","3","7","1","1","1.16","0.28","1.21","1.44","2.65","6","0.386666667","0.093333333","0.24","2","2","1","1","0.48","0.48","0.403333333","0.403333333","50","54.33962264","100","12.88888889","12.88888889","16","16","13.44444444","13.44444444","29.44444444","29.44444444"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00072","","","","2","2","3","3","3","2","1","3","7","1","1","0.3","0.2","0.49","0.5","0.99","4","0.15","0.1","0.125","1.333333333","1.333333333","0.666666667","0.666666667","0.166666667","0.166666667","0.163333333","0.163333333","50","50.50505051","100","3.333333333","3.333333333","5.555555556","5.555555556","5.444444444","5.444444444","11","11"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00073","","","","10","3","3","3","3","3","1","3","7","1","1","1.6","0.18","1.27","1.78","3.05","13","0.16","0.06","0.136923077","4.333333333","4.333333333","3.333333333","3.333333333","0.593333333","0.593333333","0.423333333","0.423333333","76.92307692","58.36065574","100","17.77777778","17.77777778","19.77777778","19.77777778","14.11111111","14.11111111","33.88888889","33.88888889"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00074","","","","3","3","3","3","3","3","1","3","7","1","1","0.42","0.18","0.86","0.6","1.46","6","0.14","0.06","0.1","2","2","1","1","0.2","0.2","0.286666667","0.286666667","50","41.09589041","100","4.666666667","4.666666667","6.666666667","6.666666667","9.555555556","9.555555556","16.22222222","16.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00075","","","","1","3","3","3","3","3","1","3","7","1","1","0.2","0.14","0.85","0.34","1.19","4","0.2","0.046666667","0.085","1.333333333","1.333333333","0.333333333","0.333333333","0.113333333","0.113333333","0.283333333","0.283333333","25","28.57142857","100","2.222222222","2.222222222","3.777777778","3.777777778","9.444444444","9.444444444","13.22222222","13.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00076","","","","3","3","3","3","3","3","1","3","8","1","1","0.91","0.18","5.13","1.09","6.22","6","0.303333333","0.06","0.181666667","2","2","1","1","0.363333333","0.363333333","1.71","1.71","50","17.52411576","100","10.11111111","10.11111111","12.11111111","12.11111111","57","57","69.11111111","69.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00077","","","","5","3","3","3","3","3","1","1","7","1","1","0.55","0.21","2.22","0.76","2.98","8","0.11","0.07","0.095","2.666666667","2.666666667","1.666666667","1.666666667","0.253333333","0.253333333","0.74","0.74","62.5","25.5033557","100","6.111111111","6.111111111","8.444444444","8.444444444","24.66666667","24.66666667","33.11111111","33.11111111"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00078","","","","5","7","3","3","3","3","1","1","6","1","1","0.46","0.21","0.74","0.67","1.41","12","0.092","0.03","0.055833333","4","4","1.666666667","1.666666667","0.223333333","0.223333333","0.246666667","0.246666667","41.66666667","47.5177305","100","5.111111111","5.111111111","7.444444444","7.444444444","8.222222222","8.222222222","15.66666667","15.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00079","","","","2","5","3","3","3","3","3","3","7","1","1","0.69","0.15","2.07","0.84","2.91","7","0.345","0.03","0.12","2.333333333","2.333333333","0.666666667","0.666666667","0.28","0.28","0.69","0.69","28.57142857","28.86597938","100","7.666666667","7.666666667","9.333333333","9.333333333","23","23","32.33333333","32.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00008","","","","1","1","3","2","3","1","1","5","6","1","1","0.24","0.1","2.06","0.34","2.4","2","0.24","0.1","0.17","1","0.666666667","0.5","0.333333333","0.17","0.113333333","1.03","0.686666667","50","14.16666667","66.66666667","2.666666667","4","3.777777778","5.666666667","22.88888889","34.33333333","26.66666667","40"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00080","","","","0","0","3","3","3","0","1","1","7","1","1","0","0","1.77","0","1.77","0","","","","0","0","0","0","0","0","0.59","0.59","","0","100","0","0","0","0","19.66666667","19.66666667","19.66666667","19.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00081","","","","3","3","3","3","3","3","1","3","7","1","1","0.88","0.17","1.77","1.05","2.82","6","0.293333333","0.056666667","0.175","2","2","1","1","0.35","0.35","0.59","0.59","50","37.23404255","100","9.777777778","9.777777778","11.66666667","11.66666667","19.66666667","19.66666667","31.33333333","31.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00082","","","","2","4","3","3","3","3","1","5","7","1","1","0.23","0.12","2.06","0.35","2.41","6","0.115","0.03","0.058333333","2","2","0.666666667","0.666666667","0.116666667","0.116666667","0.686666667","0.686666667","33.33333333","14.52282158","100","2.555555556","2.555555556","3.888888889","3.888888889","22.88888889","22.88888889","26.77777778","26.77777778"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00083","","","","","3","3","3","3","3","1","3","7","1","1","0.66","0.2","1.98","0.86","2.84","","","0.066666667","","","","","","0.286666667","0.286666667","0.66","0.66","","30.28169014","100","7.333333333","7.333333333","9.555555556","9.555555556","22","22","31.55555556","31.55555556"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00084","","","","4","1","3","3","3","3","1","3","7","1","1","0.33","0.08","1.24","0.41","1.65","5","0.0825","0.08","0.082","1.666666667","1.666666667","1.333333333","1.333333333","0.136666667","0.136666667","0.413333333","0.413333333","80","24.84848485","100","3.666666667","3.666666667","4.555555556","4.555555556","13.77777778","13.77777778","18.33333333","18.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00085","","","","3","2","3","3","3","3","3","1","7","1","1","0.45","0.09","0.84","0.54","1.38","5","0.15","0.045","0.108","1.666666667","1.666666667","1","1","0.18","0.18","0.28","0.28","60","39.13043478","100","5","5","6","6","9.333333333","9.333333333","15.33333333","15.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00086","","","","3","0","3","3","3","3","1","5","8","1","1","0.67","0","1.81","0.67","2.48","3","0.223333333","","0.223333333","1","1","1","1","0.223333333","0.223333333","0.603333333","0.603333333","100","27.01612903","100","7.444444444","7.444444444","7.444444444","7.444444444","20.11111111","20.11111111","27.55555556","27.55555556"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00087","","","","2","2","2","2","3","2","1","3","7","1","1","0.21","0.01","0.11","0.22","0.33","4","0.105","0.005","0.055","2","1.333333333","1","0.666666667","0.11","0.073333333","0.055","0.036666667","50","66.66666667","66.66666667","2.333333333","3.5","2.444444444","3.666666667","1.222222222","1.833333333","3.666666667","5.5"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00088","","","","5","0","3","2","3","2","1","3","7","1","1","0.81","0","0.43","0.81","1.24","5","0.162","","0.162","2.5","1.666666667","2.5","1.666666667","0.405","0.27","0.215","0.143333333","100","65.32258065","66.66666667","9","13.5","9","13.5","4.777777778","7.166666667","13.77777778","20.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00089","","","","3","2","3","2","3","2","1","3","7","1","1","0.81","0.07","1.82","0.88","2.7","5","0.27","0.035","0.176","2.5","1.666666667","1.5","1","0.44","0.293333333","0.91","0.606666667","60","32.59259259","66.66666667","9","13.5","9.777777778","14.66666667","20.22222222","30.33333333","30","45"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00009","","","","4","0","2","1","3","1","1","5","7","1","1","1.72","0","2.82","1.72","4.54","4","0.43","","0.43","4","1.333333333","4","1.333333333","1.72","0.573333333","2.82","0.94","100","37.88546256","33.33333333","19.11111111","57.33333333","19.11111111","57.33333333","31.33333333","94","50.44444444","151.3333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00090","","","","6","4","3","3","3","3","3","5","7","1","1","1.36","0.14","2.03","1.5","3.53","10","0.226666667","0.035","0.15","3.333333333","3.333333333","2","2","0.5","0.5","0.676666667","0.676666667","60","42.49291785","100","15.11111111","15.11111111","16.66666667","16.66666667","22.55555556","22.55555556","39.22222222","39.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00091","","","","3","0","3","2","3","2","1","5","7","1","1","0.33","0","0.43","0.33","0.76","3","0.11","","0.11","1.5","1","1.5","1","0.165","0.11","0.215","0.143333333","100","43.42105263","66.66666667","3.666666667","5.5","3.666666667","5.5","4.777777778","7.166666667","8.444444444","12.66666667"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00092","","","","1","0","3","2","3","2","1","1","7","1","1","0.12","0","0.51","0.12","0.63","1","0.12","","0.12","0.5","0.333333333","0.5","0.333333333","0.06","0.04","0.255","0.17","100","19.04761905","66.66666667","1.333333333","2","1.333333333","2","5.666666667","8.5","7","10.5"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00093","","","","6","2","3","3","3","3","1","3","7","1","1","0.81","0.12","1.86","0.93","2.79","8","0.135","0.06","0.11625","2.666666667","2.666666667","2","2","0.31","0.31","0.62","0.62","75","33.33333333","100","9","9","10.33333333","10.33333333","20.66666667","20.66666667","31","31"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00094","","","","1","0","3","2","3","1","1","3","7","1","1","0.15","0","0.8","0.15","0.95","1","0.15","","0.15","0.5","0.333333333","0.5","0.333333333","0.075","0.05","0.4","0.266666667","100","15.78947368","66.66666667","1.666666667","2.5","1.666666667","2.5","8.888888889","13.33333333","10.55555556","15.83333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00095","","","","0","15","3","2","3","2","1","3","7","1","1","0","0.3","1.83","0.3","2.13","15","","0.02","0.02","7.5","5","0","0","0.15","0.1","0.915","0.61","0","14.08450704","66.66666667","0","0","3.333333333","5","20.33333333","30.5","23.66666667","35.5"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00096","","","","11","5","3","3","3","3","1","1","7","1","1","0.98","0.12","1.89","1.1","2.99","16","0.089090909","0.024","0.06875","5.333333333","5.333333333","3.666666667","3.666666667","0.366666667","0.366666667","0.63","0.63","68.75","36.78929766","100","10.88888889","10.88888889","12.22222222","12.22222222","21","21","33.22222222","33.22222222"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00097","","","","4","1","3","3","3","3","1","5","6","1","1","0.54","0.12","0.81","0.66","1.47","5","0.135","0.12","0.132","1.666666667","1.666666667","1.333333333","1.333333333","0.22","0.22","0.27","0.27","80","44.89795918","100","6","6","7.333333333","7.333333333","9","9","16.33333333","16.33333333"
"","","GHP2018NYK-OT01","","","","","","","","","GHP2018NYK-OT01-00098","","","","5","3","3","3","3","3","1","3","7","1","1","0.85","0.11","2.38","0.96","3.34","8","0.17","0.036666667","0.12","2.666666667","2.666666667","1.666666667","1.666666667","0.32","0.32","0.793333333","0.793333333","62.5","28.74251497","100","9.444444444","9.444444444","10.66666667","10.66666667","26.44444444","26.44444444","37.11111111","37.11111111"
