"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00137","","","","26","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00138","","","","26","5","1","1","5","5","4","0","7","0","0.6","2","8","7","7","3","","","","","","","","","","","0.6","2.6","7","","0.085714286","0.085714286","1.4","0.269230769","0","0","0.12","0.023076923","0.4","0.076923077","0","23.07692308","19.23076923","","","0","0","0.854700855","4.444444444","2.849002849","14.81481481","","","3.703703704","19.25925926"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00139","","","","26","18","1","1","5","18","10","0","14","0","2","4","6","5","5","9","","","","","","","","","","","2","6","14","","0.142857143","0.142857143","0.777777778","0.538461538","0","0","0.111111111","0.076923077","0.222222222","0.153846154","0","33.33333333","69.23076923","","","0","0","2.849002849","4.115226337","5.698005698","8.230452675","","","8.547008547","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00140","","","","26","14","1","1","3","14","2","0","3","0","0.4","2","9","7","7","9","","","","","","","","","","","0.4","2.4","3","","0.133333333","0.133333333","0.214285714","0.115384615","0","0","0.028571429","0.015384615","0.142857143","0.076923077","0","16.66666667","53.84615385","","","0","0","0.56980057","1.058201058","2.849002849","5.291005291","","","3.418803419","6.349206349"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00141","","","","26","25","1","1","5","25","20","0","53","0","6","6.5","1","5","5","7","","","","","","","","","","","6","12.5","53","","0.113207547","0.113207547","2.12","2.038461538","0","0","0.24","0.230769231","0.26","0.25","0","48","96.15384615","","","0","0","8.547008547","8.888888889","9.259259259","9.62962963","","","17.80626781","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00142","","","","26","14","1","1","5","14","10","0","17","0","2","3.5","7","5","5","7","50.4","12.8","3.84","2.01","1.27","119.817","48.85","3.29","4.65","18.32","2","5.5","17","","0.117647059","0.117647059","1.214285714","0.653846154","0","0","0.142857143","0.076923077","0.25","0.134615385","0","36.36363636","53.84615385","25.3968254","0.507936508","0","0","2.849002849","5.291005291","4.985754986","9.259259259","0.723556279","1.343747375","7.834757835","14.55026455"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00143","","","","26","25","1","1","5","25","20","11","33","2.3","3.5","3.5","9","3","3","3","50.6","15.5","4.28","1.77","1.03","146.397","64.21","2.09","3.41","6.52","5.8","9.3","44","0.209090909","0.106060606","0.131818182","1.76","1.692307692","0.44","0.423076923","0.232","0.223076923","0.14","0.134615385","25","62.3655914","96.15384615","30.63241107","1.776679842","3.276353276","3.407407407","8.262108262","8.592592593","4.985754986","5.185185185","2.530882966","2.632118284","13.24786325","13.77777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00144","","","","26","12","1","1","3","12","12","0","28","0","3","3","7","5","5","9","31.5","7.9","4.61","2.21","1.37","121.718","49.13","4.25","5.65","13.91","3","6","28","","0.107142857","0.107142857","2.333333333","1.076923077","0","0","0.25","0.115384615","0.25","0.115384615","0","50","46.15384615","25.07936508","0.752380952","0","0","4.273504274","9.259259259","4.273504274","9.259259259","1.071767738","2.322163433","8.547008547","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00145","","","","26","22","1","1","3","22","20","2","26","0.3","2","3","6","5","5","7","","","","","","","","","","","2.3","5.3","28","0.15","0.076923077","0.082142857","1.272727273","1.076923077","0.090909091","0.076923077","0.104545455","0.088461538","0.136363636","0.115384615","7.142857143","43.39622642","84.61538462","","","0.427350427","0.505050505","3.276353276","3.872053872","4.273504274","5.050505051","","","7.54985755","8.922558923"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00146","","","","26","4","1","1","3","4","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.5","0.076923077","","0","15.38461538","","","0","0","0","0","2.849002849","18.51851852","","","2.849002849","18.51851852"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00147","","","","26","14","3","5","7","14","9","3","7","0.4","1","4","8","5","5","1","50.6","17.8","9.49","2.99","1.95","36.263","42.85","1.87","3.54","22.54","1.4","5.4","10","0.133333333","0.142857143","0.14","0.714285714","0.384615385","0.214285714","0.115384615","0.1","0.053846154","0.285714286","0.153846154","30","25.92592593","53.84615385","35.17786561","0.492490119","0.56980057","1.058201058","1.994301994","3.703703704","5.698005698","10.58201058","0.701552875","1.302883912","7.692307692","14.28571429"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00148","","","","26","13","1","1","3","13","0","0","0","0","0","3","","","","","","","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.230769231","0.115384615","","0","50","","","0","0","0","0","4.273504274","8.547008547","","","4.273504274","8.547008547"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00149","","","","26","12","1","1","5","12","2","0","3","0","0.4","5","8","5","5","5","50.3","15.6","3.49","1.8","1.12","149.005","62.95","2.62","4.15","7.18","0.4","5.4","3","","0.133333333","0.133333333","0.25","0.115384615","0","0","0.033333333","0.015384615","0.416666667","0.192307692","0","7.407407407","46.15384615","31.0139165","0.124055666","0","0","0.56980057","1.234567901","7.122507123","15.43209877","0.176717473","0.382887858","7.692307692","16.66666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00150","","","","26","3","1","1","3","3","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.666666667","0.076923077","","0","11.53846154","","","0","0","0","0","2.849002849","24.69135802","","","2.849002849","24.69135802"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00151","","","","26","3","1","1","3","3","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.666666667","0.076923077","","0","11.53846154","","","0","0","0","0","2.849002849","24.69135802","","","2.849002849","24.69135802"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00152","","","","26","9","1","1","5","9","0","0","0","0","0","3","","","","","","","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.333333333","0.115384615","","0","34.61538462","","","0","0","0","0","4.273504274","12.34567901","","","4.273504274","12.34567901"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00153","","","","26","23","1","3","7","23","2","0","3","0","0.3","5","6","7","7","1","","","","","","","","","","","0.3","5.3","3","","0.1","0.1","0.130434783","0.115384615","0","0","0.013043478","0.011538462","0.217391304","0.192307692","0","5.660377358","88.46153846","","","0","0","0.427350427","0.483091787","7.122507123","8.051529791","","","7.54985755","8.534621578"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00154","","","","26","17","1","1","5","17","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.117647059","0.076923077","","0","65.38461538","","","0","0","0","0","2.849002849","4.357298475","","","2.849002849","4.357298475"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00155","","","","26","15","1","1","5","15","0","0","0","0","0","3","","","","","","","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.2","0.115384615","","0","57.69230769","","","0","0","0","0","4.273504274","7.407407407","","","4.273504274","7.407407407"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00156","","","","26","14","1","1","3","14","0","0","0","0","0","3","","","","","","","","","","","","","","","0","3","0","","","","0","0","0","0","0","0","0.214285714","0.115384615","","0","53.84615385","","","0","0","0","0","4.273504274","7.936507937","","","4.273504274","7.936507937"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00157","","","","26","14","1","1","5","14","10","0","12","0","1.5","2.5","5","5","5","7","","","","","","","","","","","1.5","4","12","","0.125","0.125","0.857142857","0.461538462","0","0","0.107142857","0.057692308","0.178571429","0.096153846","0","37.5","53.84615385","","","0","0","2.136752137","3.968253968","3.561253561","6.613756614","","","5.698005698","10.58201058"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00158","","","","26","6","1","1","3","6","1","0","2","0","0.3","1.5","5","7","7","9","42.4","13.2","5.79","2.56","1.49","20.671","56.73","2.34","3.69","9.36","0.3","1.8","2","","0.15","0.15","0.333333333","0.076923077","0","0","0.05","0.011538462","0.25","0.057692308","0","16.66666667","23.07692308","31.13207547","0.093396226","0","0","0.427350427","1.851851852","2.136752137","9.259259259","0.133043058","0.576519916","2.564102564","11.11111111"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00159","","","","26","10","1","3","5","10","10","0","13","0","1","5","8","5","5","9","37.1","12.8","4.7","1.83","1.19","23.78","58.31","2.4","3.42","12.55","1","6","13","","0.076923077","0.076923077","1.3","0.5","0","0","0.1","0.038461538","0.5","0.192307692","0","16.66666667","38.46153846","34.50134771","0.345013477","0","0","1.424501425","3.703703704","7.122507123","18.51851852","0.49147219","1.277827693","8.547008547","22.22222222"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00160","","","","26","15","1","1","5","15","4","0","5","0","1","3","8","5","5","7","49.3","16.6","5.53","2.29","1.27","113.904","57.98","1.37","2.32","10.21","1","4","5","","0.2","0.2","0.333333333","0.192307692","0","0","0.066666667","0.038461538","0.2","0.115384615","0","25","57.69230769","33.67139959","0.336713996","0","0","1.424501425","2.469135802","4.273504274","7.407407407","0.479649567","0.831392583","5.698005698","9.87654321"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00161","","","","26","16","1","1","3","16","10","0","13","0","1.5","3","4","5","5","7","38.5","8.8","4.54","2.52","1.5","37.457","44.75","2.76","4.14","24.61","1.5","4.5","13","","0.115384615","0.115384615","0.8125","0.5","0","0","0.09375","0.057692308","0.1875","0.115384615","0","33.33333333","61.53846154","22.85714286","0.342857143","0","0","2.136752137","3.472222222","4.273504274","6.944444444","0.488400488","0.793650794","6.41025641","10.41666667"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00162","","","","26","18","1","1","5","18","8","0","9","0","1.5","3.5","6","5","5","7","25.8","16","5.66","2.22","1.36","92.739","64.85","1.88","2.89","5.74","1.5","5","9","","0.166666667","0.166666667","0.5","0.346153846","0","0","0.083333333","0.057692308","0.194444444","0.134615385","0","30","69.23076923","62.01550388","0.930232558","0","0","2.136752137","3.086419753","4.985754986","7.201646091","1.325117604","1.914058762","7.122507123","10.28806584"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00163","","","","26","15","1","3","5","15","6","0","7","0","1.3","3","4","5","5","7","50.3","8.8","7.21","2.82","1.76","36.791","24.63","4.44","7.01","33.7","1.3","4.3","7","","0.185714286","0.185714286","0.466666667","0.269230769","0","0","0.086666667","0.05","0.2","0.115384615","0","30.23255814","57.69230769","17.49502982","0.227435388","0","0","1.851851852","3.209876543","4.273504274","7.407407407","0.323982034","0.561568858","6.125356125","10.61728395"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00164","","","","26","2","1","1","5","2","0","0","0","0","0","1.5","","","","","","","","","","","","","","","0","1.5","0","","","","0","0","0","0","0","0","0.75","0.057692308","","0","7.692307692","","","0","0","0","0","2.136752137","27.77777778","","","2.136752137","27.77777778"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00165","","","","26","15","1","1","5","15","0","0","0","0","0","2","","","","","","","","","","","","","","","0","2","0","","","","0","0","0","0","0","0","0.133333333","0.076923077","","0","57.69230769","","","0","0","0","0","2.849002849","4.938271605","","","2.849002849","4.938271605"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00166","","","","26","22","1","1","5","22","20","0","28","0","5","3","8","5","5","9","44","14.5","4.02","1.85","1.04","145.323","64.17","1.4","2.62","8.6","5","8","28","","0.178571429","0.178571429","1.272727273","1.076923077","0","0","0.227272727","0.192307692","0.136363636","0.115384615","0","62.5","84.61538462","32.95454545","1.647727273","0","0","7.122507123","8.417508418","4.273504274","5.050505051","2.347189847","2.773951638","11.3960114","13.46801347"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00167","","","","26","10","1","3","5","10","2","0","3","0","0.2","2","6","7","9","1","","","","","","","","","","","0.2","2.2","3","","0.066666667","0.066666667","0.3","0.115384615","0","0","0.02","0.007692308","0.2","0.076923077","0","9.090909091","38.46153846","","","0","0","0.284900285","0.740740741","2.849002849","7.407407407","","","3.133903134","8.148148148"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00168","","","","26","12","1","1","5","12","10","4","18","1","2","4.5","9","5","5","5","50.6","18.6","4.37","2.14","1.35","122.399","55.28","1.34","2.35","13.89","3","7.5","22","0.25","0.111111111","0.136363636","1.833333333","0.846153846","0.333333333","0.153846154","0.25","0.115384615","0.375","0.173076923","18.18181818","40","46.15384615","36.75889328","1.102766798","1.424501425","3.086419753","4.273504274","9.259259259","6.41025641","13.88888889","1.570892875","3.40360123","10.68376068","23.14814815"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00169","","","","26","13","1","1","7","13","2","0","3","0","0.8","3","9","3","5","5","48.1","15.5","5.56","2","1.25","130.499","63.84","1.63","2.86","6.46","0.8","3.8","3","","0.266666667","0.266666667","0.230769231","0.115384615","0","0","0.061538462","0.030769231","0.230769231","0.115384615","0","21.05263158","50","32.22453222","0.257796258","0","0","1.13960114","2.279202279","4.273504274","8.547008547","0.367231136","0.734462273","5.413105413","10.82621083"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00170","","","","26","24","1","1","5","24","20","6","38","1.3","3.5","3","9","3","3","1","50.2","15.2","3.34","1.85","1.21","46.922","63.35","1.91","3.01","7.41","4.8","7.8","44","0.216666667","0.092105263","0.109090909","1.833333333","1.692307692","0.25","0.230769231","0.2","0.184615385","0.125","0.115384615","13.63636364","61.53846154","92.30769231","30.27888446","1.453386454","1.851851852","2.00617284","6.837606838","7.407407407","4.273504274","4.62962963","2.070351074","2.242880331","11.11111111","12.03703704"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00171","","","","26","21","1","1","5","21","20","8","21","1.4","2.9","3","7","5","5","3","50.6","17.4","3.42","1.88","1.07","36.159","64.13","0.98","1.85","9.6","4.3","7.3","29","0.175","0.138095238","0.148275862","1.380952381","1.115384615","0.380952381","0.307692308","0.204761905","0.165384615","0.142857143","0.115384615","27.5862069","58.90410959","80.76923077","34.38735178","1.478656126","1.994301994","2.469135802","6.125356125","7.58377425","4.273504274","5.291005291","2.106347759","2.60785913","10.3988604","12.87477954"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00172","","","","26","18","1","1","5","18","1","0","2","0","0.3","5","8","5","7","1","","","","","","","","","","","0.3","5.3","2","","0.15","0.15","0.111111111","0.076923077","0","0","0.016666667","0.011538462","0.277777778","0.192307692","0","5.660377358","69.23076923","","","0","0","0.427350427","0.617283951","7.122507123","10.28806584","","","7.54985755","10.90534979"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00173","","","","26","23","1","1","5","23","12","3","12","0.4","1.6","5.5","8","5","5","3","31.9","13.3","5.14","1.9","1.18","154.641","61.92","2.63","4.05","8.09","2","7.5","15","0.133333333","0.133333333","0.133333333","0.652173913","0.576923077","0.130434783","0.115384615","0.086956522","0.076923077","0.239130435","0.211538462","20","26.66666667","88.46153846","41.69278997","0.833855799","0.56980057","0.644122383","2.849002849","3.220611916","7.834757835","8.85668277","1.187828774","1.342762962","10.68376068","12.07729469"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00174","","","","26","15","1","1","5","15","15","7","39","1.3","3","3","9","5","5","3","50.7","16.1","3.68","1.82","1.19","106.274","63.12","1.37","2.29","9.66","4.3","7.3","46","0.185714286","0.076923077","0.093478261","3.066666667","1.769230769","0.466666667","0.269230769","0.286666667","0.165384615","0.2","0.115384615","15.2173913","58.90410959","57.69230769","31.75542406","1.365483235","1.851851852","3.209876543","6.125356125","10.61728395","4.273504274","7.407407407","1.945132813","3.371563543","10.3988604","18.02469136"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00175","","","","26","16","1","1","7","16","16","10","55","1.1","3.5","2.5","9","5","3","1","50.7","15","5.46","2.41","1.51","82.189","59.79","1.57","2.61","8.56","4.6","7.1","65","0.11","0.063636364","0.070769231","4.0625","2.5","0.625","0.384615385","0.2875","0.176923077","0.15625","0.096153846","15.38461538","64.78873239","61.53846154","29.58579882","1.360946746","1.566951567","2.546296296","6.552706553","10.64814815","3.561253561","5.787037037","1.938670578","3.150339689","10.11396011","16.43518519"
"","","MZP2011GUR-PT01","","","","","","","","","MZP2011GUR-PT01-00176","","","","26","24","1","1","7","24","24","7","22","1.4","3","5","6","5","5","5","45.6","12.3","3.69","2.09","1.14","45.194","50.87","2.68","3.61","17.98","4.4","9.4","29","0.2","0.136363636","0.151724138","1.208333333","1.115384615","0.291666667","0.269230769","0.183333333","0.169230769","0.208333333","0.192307692","24.13793103","46.80851064","92.30769231","26.97368421","1.186842105","1.994301994","2.160493827","6.267806268","6.790123457","7.122507123","7.716049383","1.69065827","1.831546459","13.39031339","14.50617284"
