"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00910","","","","5","5","5","5","10","5","7","4","4","4.5","0.2","2.8","4.7","7.5","15","0.45","0.04","0.313333333","3","2","0.94","0.56","66.66666667","62.66666667","30","31.33333333","18.66666667","50","3","2","0.94","0.56","100","30","31.33333333","18.66666667","50"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00911","","","","5","5","4","4","6","2","7","4","3","2.5","0.1","4.6","2.6","7.2","8","0.416666667","0.05","0.325","2","1.5","0.65","1.15","75","36.11111111","20.83333333","21.66666667","38.33333333","60","1.6","1.2","0.52","0.92","80","16.66666667","17.33333333","30.66666667","48"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00912","","","","5","5","5","5","7","3","5","6","5","1.5","0.1","0.8","1.6","2.4","10","0.214285714","0.033333333","0.16","2","1.4","0.32","0.16","70","66.66666667","10","10.66666667","5.333333333","16","2","1.4","0.32","0.16","100","10","10.66666667","5.333333333","16"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00913","","","","5","5","5","5","16","4","7","3","4","3.9","0.2","3.3","4.1","7.4","20","0.24375","0.05","0.205","4","3.2","0.82","0.66","80","55.40540541","26","27.33333333","22","49.33333333","4","3.2","0.82","0.66","100","26","27.33333333","22","49.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00914","","","","5","5","4","4","8","0","7","4","3","2.2","0","3.9","2.2","6.1","8","0.275","","0.275","2","2","0.55","0.975","100","36.06557377","18.33333333","18.33333333","32.5","50.83333333","1.6","1.6","0.44","0.78","80","14.66666667","14.66666667","26","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00915","","","","5","5","5","5","15","1","7","3","3","6","0.1","3.6","6.1","9.7","16","0.4","0.1","0.38125","3.2","3","1.22","0.72","93.75","62.88659794","40","40.66666667","24","64.66666667","3.2","3","1.22","0.72","100","40","40.66666667","24","64.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00916","","","","5","5","3","3","12","5","7","3","3","2.2","0.1","5","2.3","7.3","17","0.183333333","0.02","0.135294118","5.666666667","4","0.766666667","1.666666667","70.58823529","31.50684932","24.44444444","25.55555556","55.55555556","81.11111111","3.4","2.4","0.46","1","60","14.66666667","15.33333333","33.33333333","48.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00917","","","","5","5","4","4","5","8","5","6","5","0.8","0.2","1.6","1","2.6","13","0.16","0.025","0.076923077","3.25","1.25","0.25","0.4","38.46153846","38.46153846","6.666666667","8.333333333","13.33333333","21.66666667","2.6","1","0.2","0.32","80","5.333333333","6.666666667","10.66666667","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00918","","","","5","5","5","5","10","1","6","4","4","4.1","0.1","1.8","4.2","6","11","0.41","0.1","0.381818182","2.2","2","0.84","0.36","90.90909091","70","27.33333333","28","12","40","2.2","2","0.84","0.36","100","27.33333333","28","12","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00919","","","","5","5","4","3","7","3","5","4","6","1.9","0.1","0.9","2","2.9","10","0.271428571","0.033333333","0.2","2.5","1.75","0.5","0.225","70","68.96551724","15.83333333","16.66666667","7.5","24.16666667","2","1.4","0.4","0.18","80","12.66666667","13.33333333","6","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00920","","","","5","5","5","5","15","11","5","6","5","1.8","0.3","1.4","2.1","3.5","26","0.12","0.027272727","0.080769231","5.2","3","0.42","0.28","57.69230769","60","12","14","9.333333333","23.33333333","5.2","3","0.42","0.28","100","12","14","9.333333333","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00921","","","","5","3","3","3","2","5","5","6","6","0.3","0.1","0.3","0.4","0.7","7","0.15","0.02","0.057142857","2.333333333","0.666666667","0.133333333","0.1","28.57142857","57.14285714","3.333333333","4.444444444","3.333333333","7.777777778","1.4","0.4","0.08","0.06","60","2","2.666666667","2","4.666666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00922","","","","5","5","5","5","11","17","6","3","5","2.5","0.7","2.1","3.2","5.3","28","0.227272727","0.041176471","0.114285714","5.6","2.2","0.64","0.42","39.28571429","60.37735849","16.66666667","21.33333333","14","35.33333333","5.6","2.2","0.64","0.42","100","16.66666667","21.33333333","14","35.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00923","","","","5","5","5","5","13","6","5","6","5","1","0.1","1.1","1.1","2.2","19","0.076923077","0.016666667","0.057894737","3.8","2.6","0.22","0.22","68.42105263","50","6.666666667","7.333333333","7.333333333","14.66666667","3.8","2.6","0.22","0.22","100","6.666666667","7.333333333","7.333333333","14.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00924","","","","5","5","5","5","11","5","5","3","5","3.6","0.2","2.6","3.8","6.4","16","0.327272727","0.04","0.2375","3.2","2.2","0.76","0.52","68.75","59.375","24","25.33333333","17.33333333","42.66666667","3.2","2.2","0.76","0.52","100","24","25.33333333","17.33333333","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00925","","","","5","5","4","4","5","5","6","3","4","2.4","0.1","1.9","2.5","4.4","10","0.48","0.02","0.25","2.5","1.25","0.625","0.475","50","56.81818182","20","20.83333333","15.83333333","36.66666667","2","1","0.5","0.38","80","16","16.66666667","12.66666667","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00926","","","","5","3","3","3","2","5","5","3","3","1.4","0.1","2.3","1.5","3.8","7","0.7","0.02","0.214285714","2.333333333","0.666666667","0.5","0.766666667","28.57142857","39.47368421","15.55555556","16.66666667","25.55555556","42.22222222","1.4","0.4","0.3","0.46","60","9.333333333","10","15.33333333","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00927","","","","5","4","3","2","3","2","7","3","3","1.2","0.1","1.5","1.3","2.8","5","0.4","0.05","0.26","1.666666667","1","0.433333333","0.5","60","46.42857143","13.33333333","14.44444444","16.66666667","31.11111111","1","0.6","0.26","0.3","60","8","8.666666667","10","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00928","","","","5","5","5","5","8","0","7","4","3","1.4","0","1.8","1.4","3.2","8","0.175","","0.175","1.6","1.6","0.28","0.36","100","43.75","9.333333333","9.333333333","12","21.33333333","1.6","1.6","0.28","0.36","100","9.333333333","9.333333333","12","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00929","","","","5","5","5","5","15","5","6","4","4","4","0.3","2.3","4.3","6.6","20","0.266666667","0.06","0.215","4","3","0.86","0.46","75","65.15151515","26.66666667","28.66666667","15.33333333","44","4","3","0.86","0.46","100","26.66666667","28.66666667","15.33333333","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00930","","","","5","5","4","3","4","2","5","3","4","0.9","0.2","5.1","1.1","6.2","6","0.225","0.1","0.183333333","1.5","1","0.275","1.275","66.66666667","17.74193548","7.5","9.166666667","42.5","51.66666667","1.2","0.8","0.22","1.02","80","6","7.333333333","34","41.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00931","","","","5","5","4","4","3","2","6","4","3","1.4","0.2","2.7","1.6","4.3","5","0.466666667","0.1","0.32","1.25","0.75","0.4","0.675","60","37.20930233","11.66666667","13.33333333","22.5","35.83333333","1","0.6","0.32","0.54","80","9.333333333","10.66666667","18","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00932","","","","5","5","4","4","15","2","6","1","4","4","0.2","2.6","4.2","6.8","17","0.266666667","0.1","0.247058824","4.25","3.75","1.05","0.65","88.23529412","61.76470588","33.33333333","35","21.66666667","56.66666667","3.4","3","0.84","0.52","80","26.66666667","28","17.33333333","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00933","","","","5","4","4","4","11","1","7","4","4","3.4","0.1","4.5","3.5","8","12","0.309090909","0.1","0.291666667","3","2.75","0.875","1.125","91.66666667","43.75","28.33333333","29.16666667","37.5","66.66666667","2.4","2.2","0.7","0.9","80","22.66666667","23.33333333","30","53.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-00934","","","","5","4","4","4","9","2","5","5","5","2.1","0.2","1.4","2.3","3.7","11","0.233333333","0.1","0.209090909","2.75","2.25","0.575","0.35","81.81818182","62.16216216","17.5","19.16666667","11.66666667","30.83333333","2.2","1.8","0.46","0.28","80","14","15.33333333","9.333333333","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01001","","","","5","5","5","5","6","4","5","5","5","1.8","0.2","0.9","2","2.9","10","0.3","0.05","0.2","2","1.2","0.4","0.18","60","68.96551724","12","13.33333333","6","19.33333333","2","1.2","0.4","0.18","100","12","13.33333333","6","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01002","","","","5","5","4","4","3","5","5","6","6","0.9","0.3","0.7","1.2","1.9","8","0.3","0.06","0.15","2","0.75","0.3","0.175","37.5","63.15789474","7.5","10","5.833333333","15.83333333","1.6","0.6","0.24","0.14","80","6","8","4.666666667","12.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01003","","","","5","5","5","5","13","6","5","4","5","2.9","0.3","1.4","3.2","4.6","19","0.223076923","0.05","0.168421053","3.8","2.6","0.64","0.28","68.42105263","69.56521739","19.33333333","21.33333333","9.333333333","30.66666667","3.8","2.6","0.64","0.28","100","19.33333333","21.33333333","9.333333333","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01004","","","","5","5","5","5","8","1","7","1","4","3.1","0.1","1.2","3.2","4.4","9","0.3875","0.1","0.355555556","1.8","1.6","0.64","0.24","88.88888889","72.72727273","20.66666667","21.33333333","8","29.33333333","1.8","1.6","0.64","0.24","100","20.66666667","21.33333333","8","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01005","","","","5","5","5","5","9","1","6","3","4","1.9","0.1","4.1","2","6.1","10","0.211111111","0.1","0.2","2","1.8","0.4","0.82","90","32.78688525","12.66666667","13.33333333","27.33333333","40.66666667","2","1.8","0.4","0.82","100","12.66666667","13.33333333","27.33333333","40.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01006","","","","5","5","5","5","11","5","5","4","5","4.1","0.4","1.5","4.5","6","16","0.372727273","0.08","0.28125","3.2","2.2","0.9","0.3","68.75","75","27.33333333","30","10","40","3.2","2.2","0.9","0.3","100","27.33333333","30","10","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01007","","","","5","5","5","5","7","3","6","3","4","3","0.2","1.6","3.2","4.8","10","0.428571429","0.066666667","0.32","2","1.4","0.64","0.32","70","66.66666667","20","21.33333333","10.66666667","32","2","1.4","0.64","0.32","100","20","21.33333333","10.66666667","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01008","","","","5","5","5","5","5","4","7","3","4","2.3","0.3","2.8","2.6","5.4","9","0.46","0.075","0.288888889","1.8","1","0.52","0.56","55.55555556","48.14814815","15.33333333","17.33333333","18.66666667","36","1.8","1","0.52","0.56","100","15.33333333","17.33333333","18.66666667","36"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01009","","","","5","5","5","5","7","2","7","4","3","2","0.3","2.7","2.3","5","9","0.285714286","0.15","0.255555556","1.8","1.4","0.46","0.54","77.77777778","46","13.33333333","15.33333333","18","33.33333333","1.8","1.4","0.46","0.54","100","13.33333333","15.33333333","18","33.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01010","","","","5","5","5","5","12","2","6","4","5","2.8","0.2","3.8","3","6.8","14","0.233333333","0.1","0.214285714","2.8","2.4","0.6","0.76","85.71428571","44.11764706","18.66666667","20","25.33333333","45.33333333","2.8","2.4","0.6","0.76","100","18.66666667","20","25.33333333","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01011","","","","5","5","5","5","4","13","5","3","4","2.1","0.5","1.9","2.6","4.5","17","0.525","0.038461538","0.152941176","3.4","0.8","0.52","0.38","23.52941176","57.77777778","14","17.33333333","12.66666667","30","3.4","0.8","0.52","0.38","100","14","17.33333333","12.66666667","30"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01012","","","","5","5","5","5","8","11","6","5","5","1.9","0.6","1.9","2.5","4.4","19","0.2375","0.054545455","0.131578947","3.8","1.6","0.5","0.38","42.10526316","56.81818182","12.66666667","16.66666667","12.66666667","29.33333333","3.8","1.6","0.5","0.38","100","12.66666667","16.66666667","12.66666667","29.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01013","","","","5","5","4","4","7","7","8","1","3","3.1","0.3","3","3.4","6.4","14","0.442857143","0.042857143","0.242857143","3.5","1.75","0.85","0.75","50","53.125","25.83333333","28.33333333","25","53.33333333","2.8","1.4","0.68","0.6","80","20.66666667","22.66666667","20","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01014","","","","5","5","4","4","6","0","8","1","3","2.5","0","2.9","2.5","5.4","6","0.416666667","","0.416666667","1.5","1.5","0.625","0.725","100","46.2962963","20.83333333","20.83333333","24.16666667","45","1.2","1.2","0.5","0.58","80","16.66666667","16.66666667","19.33333333","36"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01015","","","","5","5","5","5","27","5","6","3","4","7.9","0.3","4.6","8.2","12.8","32","0.292592593","0.06","0.25625","6.4","5.4","1.64","0.92","84.375","64.0625","52.66666667","54.66666667","30.66666667","85.33333333","6.4","5.4","1.64","0.92","100","52.66666667","54.66666667","30.66666667","85.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01016","","","","5","5","5","5","12","6","7","4","3","4.2","0.4","2.1","4.6","6.7","18","0.35","0.066666667","0.255555556","3.6","2.4","0.92","0.42","66.66666667","68.65671642","28","30.66666667","14","44.66666667","3.6","2.4","0.92","0.42","100","28","30.66666667","14","44.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01017","","","","5","5","5","5","6","5","6","3","3","2.7","0.4","5.1","3.1","8.2","11","0.45","0.08","0.281818182","2.2","1.2","0.62","1.02","54.54545455","37.80487805","18","20.66666667","34","54.66666667","2.2","1.2","0.62","1.02","100","18","20.66666667","34","54.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01018","","","","5","5","5","5","8","3","6","4","5","3.1","0.3","2.4","3.4","5.8","11","0.3875","0.1","0.309090909","2.2","1.6","0.68","0.48","72.72727273","58.62068966","20.66666667","22.66666667","16","38.66666667","2.2","1.6","0.68","0.48","100","20.66666667","22.66666667","16","38.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01019","","","","5","4","4","4","6","2","6","1","5","2.5","0.1","3.3","2.6","5.9","8","0.416666667","0.05","0.325","2","1.5","0.65","0.825","75","44.06779661","20.83333333","21.66666667","27.5","49.16666667","1.6","1.2","0.52","0.66","80","16.66666667","17.33333333","22","39.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01020","","","","5","5","5","5","8","7","6","5","5","1.9","0.2","1.4","2.1","3.5","15","0.2375","0.028571429","0.14","3","1.6","0.42","0.28","53.33333333","60","12.66666667","14","9.333333333","23.33333333","3","1.6","0.42","0.28","100","12.66666667","14","9.333333333","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01021","","","","5","5","5","5","10","2","6","4","5","3.3","0.3","2.2","3.6","5.8","12","0.33","0.15","0.3","2.4","2","0.72","0.44","83.33333333","62.06896552","22","24","14.66666667","38.66666667","2.4","2","0.72","0.44","100","22","24","14.66666667","38.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01022","","","","5","4","4","4","4","7","7","3","5","1","0.3","1.3","1.3","2.6","11","0.25","0.042857143","0.118181818","2.75","1","0.325","0.325","36.36363636","50","8.333333333","10.83333333","10.83333333","21.66666667","2.2","0.8","0.26","0.26","80","6.666666667","8.666666667","8.666666667","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01023","","","","5","5","5","5","7","3","5","5","5","1.4","0.3","1.3","1.7","3","10","0.2","0.1","0.17","2","1.4","0.34","0.26","70","56.66666667","9.333333333","11.33333333","8.666666667","20","2","1.4","0.34","0.26","100","9.333333333","11.33333333","8.666666667","20"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01024","","","","5","5","5","5","15","9","7","4","4","3.4","0.6","2.6","4","6.6","24","0.226666667","0.066666667","0.166666667","4.8","3","0.8","0.52","62.5","60.60606061","22.66666667","26.66666667","17.33333333","44","4.8","3","0.8","0.52","100","22.66666667","26.66666667","17.33333333","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01025","","","","5","5","5","5","7","3","7","3","4","3.1","0.3","2.5","3.4","5.9","10","0.442857143","0.1","0.34","2","1.4","0.68","0.5","70","57.62711864","20.66666667","22.66666667","16.66666667","39.33333333","2","1.4","0.68","0.5","100","20.66666667","22.66666667","16.66666667","39.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01026","","","","5","3","3","3","3","3","5","4","6","1.7","0.2","0.9","1.9","2.8","6","0.566666667","0.066666667","0.316666667","2","1","0.633333333","0.3","50","67.85714286","18.88888889","21.11111111","10","31.11111111","1.2","0.6","0.38","0.18","60","11.33333333","12.66666667","6","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01027","","","","5","4","4","4","6","6","6","3","3","2.2","0.5","3","2.7","5.7","12","0.366666667","0.083333333","0.225","3","1.5","0.675","0.75","50","47.36842105","18.33333333","22.5","25","47.5","2.4","1.2","0.54","0.6","80","14.66666667","18","20","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01028","","","","5","4","4","4","4","0","4","4","4","3.3","0","2.7","3.3","6","4","0.825","","0.825","1","1","0.825","0.675","100","55","27.5","27.5","22.5","50","0.8","0.8","0.66","0.54","80","22","22","18","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01029","","","","5","5","5","5","10","8","6","4","5","1.3","0.4","1.8","1.7","3.5","18","0.13","0.05","0.094444444","3.6","2","0.34","0.36","55.55555556","48.57142857","8.666666667","11.33333333","12","23.33333333","3.6","2","0.34","0.36","100","8.666666667","11.33333333","12","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01030","","","","5","5","5","5","5","1","7","4","3","2.1","0.1","3.7","2.2","5.9","6","0.42","0.1","0.366666667","1.2","1","0.44","0.74","83.33333333","37.28813559","14","14.66666667","24.66666667","39.33333333","1.2","1","0.44","0.74","100","14","14.66666667","24.66666667","39.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01031","","","","5","5","5","5","7","4","","3","3","3.4","0.2","4.3","3.6","7.9","11","0.485714286","0.05","0.327272727","2.2","1.4","0.72","0.86","63.63636364","45.56962025","22.66666667","24","28.66666667","52.66666667","2.2","1.4","0.72","0.86","100","22.66666667","24","28.66666667","52.66666667"
