"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00218","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00219","","","","10","10","3","2","8","2","2","7","0","0","0","0","38","","","","","","","0","38","0","","","","0","0","0","0","0","0","5.428571429","3.8","","0","70","0","0","126.6666667","126.6666667","0","0","180.952381","180.952381"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00220","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00221","","","","10","7","2","2","9","2","2","7","31","10","8","0.55","49","3","2","1","8","5","0.12","8.55","57.55","41","0.258064516","0.055","0.208536585","5.857142857","4.1","4.428571429","3.1","1.221428571","0.855","7","4.9","75.6097561","14.85664639","70","26.66666667","28.5","163.3333333","191.8333333","38.0952381","40.71428571","233.3333333","274.047619"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00222","","","","10","6","2","2","7","2","2","2","5","0","1.1","0","4","5","2","1","4","5","0","1.1","5.1","5","0.22","","0.22","2.5","0.5","2.5","0.5","0.55","0.11","2","0.4","100","21.56862745","20","3.666666667","3.666666667","13.33333333","17","18.33333333","18.33333333","66.66666667","85"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00223","","","","10","8","2","2","8","2","2","8","37","5","6","0.04","38","3","1","1","3","3","0","6.04","44.04","42","0.162162162","0.008","0.143809524","5.25","4.2","4.625","3.7","0.755","0.604","4.75","3.8","88.0952381","13.71480472","80","20","20.13333333","126.6666667","146.8","25","25.16666667","158.3333333","183.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00224","","","","10","8","3","2","8","2","2","6","0","0","0","0","49","","","","","","","0","49","0","","","","0","0","0","0","0","0","8.166666667","4.9","","0","60","0","0","163.3333333","163.3333333","0","0","272.2222222","272.2222222"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00225","","","","10","5","2","2","9","2","2","4","12","10","4","0.05","18","9","1","1","6","3","0.02","4.05","22.05","22","0.333333333","0.005","0.184090909","5.5","2.2","3","1.2","1.0125","0.405","4.5","1.8","54.54545455","18.36734694","40","13.33333333","13.5","60","73.5","33.33333333","33.75","150","183.75"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00226","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00227","","","","10","8","2","2","8","2","2","4","7","7","4","0.05","70","9","1","1","3","6","0","4.05","74.05","14","0.571428571","0.007142857","0.289285714","3.5","1.4","1.75","0.7","1.0125","0.405","17.5","7","50","5.469277515","40","13.33333333","13.5","233.3333333","246.8333333","33.33333333","33.75","583.3333333","617.0833333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00228","","","","10","6","2","2","8","2","2","6","5","2","1.2","0.02","25","4","1","1","6","3","0.02","1.22","26.22","7","0.24","0.01","0.174285714","1.166666667","0.7","0.833333333","0.5","0.203333333","0.122","4.166666667","2.5","71.42857143","4.65293669","60","4","4.066666667","83.33333333","87.4","6.666666667","6.777777778","138.8888889","145.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00229","","","","10","8","2","2","8","2","2","4","0","0","0","0","20","","","","","","","0","20","0","","","","0","0","0","0","0","0","5","2","","0","40","0","0","66.66666667","66.66666667","0","0","166.6666667","166.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00230","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00231","","","","10","10","3","3","8","2","2","9","6","8","1","0.05","18","6","1","1","3","5","0","1.05","19.05","14","0.166666667","0.00625","0.075","1.555555556","1.4","0.666666667","0.6","0.116666667","0.105","2","1.8","42.85714286","5.511811024","90","3.333333333","3.5","60","63.5","3.703703704","3.888888889","66.66666667","70.55555556"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00232","","","","10","1","3","","","1","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00233","","","","10","9","4","2","8","2","2","8","0","0","0","0","20","","","","","","","0","20","0","","","","0","0","0","0","0","0","2.5","2","","0","80","0","0","66.66666667","66.66666667","0","0","83.33333333","83.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00234","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00235","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00236","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00237","","","","10","6","3","2","9","2","2","6","0","0","0","0","53","","","","","","","0","53","0","","","","0","0","0","0","0","0","8.833333333","5.3","","0","60","0","0","176.6666667","176.6666667","0","0","294.4444444","294.4444444"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00238","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00239","","","","10","1","2","","","1","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00240","","","","10","8","3","3","9","2","2","6","1","1","0.2","0.1","63","3","1","1","3","7","0.02","0.3","63.3","2","0.2","0.1","0.15","0.333333333","0.2","0.166666667","0.1","0.05","0.03","10.5","6.3","50","0.473933649","60","0.666666667","1","210","211","1.111111111","1.666666667","350","351.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00241","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00242","","","","10","8","4","3","8","2","2","5","8","5","1.1","0.03","33","5","1","1","2","5","11.03","1.13","34.13","13","0.1375","0.006","0.086923077","2.6","1.3","1.6","0.8","0.226","0.113","6.6","3.3","61.53846154","3.310870202","50","3.666666667","3.766666667","110","113.7666667","7.333333333","7.533333333","220","227.5333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00243","","","","10","7","8","2","9","2","2","6","0","0","0","0","24","","","","","","","0","24","0","","","","0","0","0","0","0","0","4","2.4","","0","60","0","0","80","80","0","0","133.3333333","133.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00244","","","","10","10","3","2","8","2","2","9","7","6","2.2","0.05","20","4","2","1","4","3","0.12","2.25","22.25","13","0.314285714","0.008333333","0.173076923","1.444444444","1.3","0.777777778","0.7","0.25","0.225","2.222222222","2","53.84615385","10.11235955","90","7.333333333","7.5","66.66666667","74.16666667","8.148148148","8.333333333","74.07407407","82.40740741"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00245","","","","10","7","4","3","8","2","2","4","9","3","3","0.02","60","9","1","1","4","2","0","3.02","63.02","12","0.333333333","0.006666667","0.251666667","3","1.2","2.25","0.9","0.755","0.302","15","6","75","4.792129483","40","10","10.06666667","200","210.0666667","25","25.16666667","500","525.1666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00246","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00247","","","","10","10","3","3","9","2","2","8","7","1","1.2","0.02","38","6","2","1","4","3","0.12","1.22","39.22","8","0.171428571","0.02","0.1525","1","0.8","0.875","0.7","0.1525","0.122","4.75","3.8","87.5","3.110657828","80","4","4.066666667","126.6666667","130.7333333","5","5.083333333","158.3333333","163.4166667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00248","","","","10","7","3","2","8","2","2","7","0","0","0","0","14","","","","","","","0","14","0","","","","0","0","0","0","0","0","2","1.4","","0","70","0","0","46.66666667","46.66666667","0","0","66.66666667","66.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00249","","","","10","9","3","2","8","2","2","5","0","0","0","0","7.5","","","","","","","0","7.5","0","","","","0","0","0","0","0","0","1.5","0.75","","0","50","0","0","25","25","0","0","50","50"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00250","","","","10","7","2","2","8","2","2","7","9","2","3","0.02","4","8","1","1","4","3","1.04","3.02","7.02","11","0.333333333","0.01","0.274545455","1.571428571","1.1","1.285714286","0.9","0.431428571","0.302","0.571428571","0.4","81.81818182","43.01994302","70","10","10.06666667","13.33333333","23.4","14.28571429","14.38095238","19.04761905","33.42857143"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00251","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00252","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00253","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00254","","","","10","8","2","2","9","2","2","7","20","14","12","1.5","56","4","2","1","6","1","0","13.5","69.5","34","0.6","0.107142857","0.397058824","4.857142857","3.4","2.857142857","2","1.928571429","1.35","8","5.6","58.82352941","19.42446043","70","40","45","186.6666667","231.6666667","57.14285714","64.28571429","266.6666667","330.952381"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00255","","","","10","5","2","2","9","2","2","3","1","7","0.45","0.04","31","9","1","1","4","3","0","0.49","31.49","8","0.45","0.005714286","0.06125","2.666666667","0.8","0.333333333","0.1","0.163333333","0.049","10.33333333","3.1","12.5","1.55604954","30","1.5","1.633333333","103.3333333","104.9666667","5","5.444444444","344.4444444","349.8888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00256","","","","10","7","2","2","9","2","2","6","13","5","4","0.03","63","5","1","1","3","2","0.12","4.03","67.03","18","0.307692308","0.006","0.223888889","3","1.8","2.166666667","1.3","0.671666667","0.403","10.5","6.3","72.22222222","6.012233328","60","13.33333333","13.43333333","210","223.4333333","22.22222222","22.38888889","350","372.3888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00257","","","","10","1","2","2","8","2","2","1","0","0","0","0","20","","","","","","","0","20","0","","","","0","0","0","0","0","0","20","2","","0","10","0","0","66.66666667","66.66666667","0","0","666.6666667","666.6666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00258","","","","10","6","4","2","8","2","2","4","3","3","0.5","0.02","5","2","1","1","7","7","0","0.52","5.52","6","0.166666667","0.006666667","0.086666667","1.5","0.6","0.75","0.3","0.13","0.052","1.25","0.5","50","9.420289855","40","1.666666667","1.733333333","16.66666667","18.4","4.166666667","4.333333333","41.66666667","46"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00259","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00260","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00261","","","","10","3","3","3","7","2","2","3","0","0","0","0","4","","","","","","","0","4","0","","","","0","0","0","0","0","0","1.333333333","0.4","","0","30","0","0","13.33333333","13.33333333","0","0","44.44444444","44.44444444"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00262","","","","10","6","3","3","7","2","2","4","3","0","0.6","0","6","8","1","1","4","5","0","0.6","6.6","3","0.2","","0.2","0.75","0.3","0.75","0.3","0.15","0.06","1.5","0.6","100","9.090909091","40","2","2","20","22","5","5","50","55"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00263","","","","10","8","3","2","8","2","2","7","3","0","1.1","0","35","9","1","1","2","3","0.12","1.1","36.1","3","0.366666667","","0.366666667","0.428571429","0.3","0.428571429","0.3","0.157142857","0.11","5","3.5","100","3.047091413","70","3.666666667","3.666666667","116.6666667","120.3333333","5.238095238","5.238095238","166.6666667","171.9047619"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00264","","","","10","8","3","","9","2","2","7","5","0","0.55","0","7","5","2","1","3","5","11.03","0.55","7.55","5","0.11","","0.11","0.714285714","0.5","0.714285714","0.5","0.078571429","0.055","1","0.7","100","7.284768212","70","1.833333333","1.833333333","23.33333333","25.16666667","2.619047619","2.619047619","33.33333333","35.95238095"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00265","","","","10","7","2","2","9","2","2","7","2","1","0.1","0.02","38","3","1","1","3","7","0.02","0.12","38.12","3","0.05","0.02","0.04","0.428571429","0.3","0.285714286","0.2","0.017142857","0.012","5.428571429","3.8","66.66666667","0.314795383","70","0.333333333","0.4","126.6666667","127.0666667","0.476190476","0.571428571","180.952381","181.5238095"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00266","","","","10","7","3","3","9","2","2","4","3","0","5.6","0","5","6","2","1","6","2","3.03","5.6","10.6","3","1.866666667","","1.866666667","0.75","0.3","0.75","0.3","1.4","0.56","1.25","0.5","100","52.83018868","40","18.66666667","18.66666667","16.66666667","35.33333333","46.66666667","46.66666667","41.66666667","88.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00267","","","","10","10","2","2","9","2","2","7","1","3","0.15","0.01","32","9","2","1","7","7","0","0.16","32.16","4","0.15","0.003333333","0.04","0.571428571","0.4","0.142857143","0.1","0.022857143","0.016","4.571428571","3.2","25","0.497512438","70","0.5","0.533333333","106.6666667","107.2","0.714285714","0.761904762","152.3809524","153.1428571"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00268","","","","10","6","3","3","8","2","2","6","0","0","0","0","41","","","","","","","0","41","0","","","","0","0","0","0","0","0","6.833333333","4.1","","0","60","0","0","136.6666667","136.6666667","0","0","227.7777778","227.7777778"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00269","","","","10","8","2","2","8","2","2","7","3","0","2.2","0","22","8","2","1","6","2","5.46","2.2","24.2","3","0.733333333","","0.733333333","0.428571429","0.3","0.428571429","0.3","0.314285714","0.22","3.142857143","2.2","100","9.090909091","70","7.333333333","7.333333333","73.33333333","80.66666667","10.47619048","10.47619048","104.7619048","115.2380952"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00270","","","","10","6","2","2","8","2","2","6","2","3","0.7","0.01","23","3","2","1","6","3","0.12","0.71","23.71","5","0.35","0.003333333","0.142","0.833333333","0.5","0.333333333","0.2","0.118333333","0.071","3.833333333","2.3","40","2.994517081","60","2.333333333","2.366666667","76.66666667","79.03333333","3.888888889","3.944444444","127.7777778","131.7222222"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00271","","","","10","10","2","2","9","2","2","8","23","12","5","0.55","21","3","2","1","7","5","0.12","5.55","26.55","35","0.217391304","0.045833333","0.158571429","4.375","3.5","2.875","2.3","0.69375","0.555","2.625","2.1","65.71428571","20.9039548","80","16.66666667","18.5","70","88.5","20.83333333","23.125","87.5","110.625"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00272","","","","10","9","3","3","8","2","2","9","0","0","0","0","24","","","","","","","0","24","0","","","","0","0","0","0","0","0","2.666666667","2.4","","0","90","0","0","80","80","0","0","88.88888889","88.88888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00273","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00274","","","","10","5","2","2","9","2","2","2","0","0","0","0","44","","","","","","","0","44","0","","","","0","0","0","0","0","0","22","4.4","","0","20","0","0","146.6666667","146.6666667","0","0","733.3333333","733.3333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00275","","","","10","5","3","3","8","2","2","5","4","0","0.85","0","6","8","2","1","3","2","0.12","0.85","6.85","4","0.2125","","0.2125","0.8","0.4","0.8","0.4","0.17","0.085","1.2","0.6","100","12.40875912","50","2.833333333","2.833333333","20","22.83333333","5.666666667","5.666666667","40","45.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00276","","","","10","9","3","2","8","2","2","6","4","10","0.9","0.05","2","3","2","1","7","6","0.12","0.95","2.95","14","0.225","0.005","0.067857143","2.333333333","1.4","0.666666667","0.4","0.158333333","0.095","0.333333333","0.2","28.57142857","32.20338983","60","3","3.166666667","6.666666667","9.833333333","5","5.277777778","11.11111111","16.38888889"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00277","","","","10","9","2","2","9","2","2","6","15","20","3","1.5","17","9","1","1","3","3","0","4.5","21.5","35","0.2","0.075","0.128571429","5.833333333","3.5","2.5","1.5","0.75","0.45","2.833333333","1.7","42.85714286","20.93023256","60","10","15","56.66666667","71.66666667","16.66666667","25","94.44444444","119.4444444"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00278","","","","10","7","2","2","7","2","2","5","0","2","0","1.1","4","4","1","1","3","7","1.04","1.1","5.1","2","","0.55","0.55","0.4","0.2","0","0","0.22","0.11","0.8","0.4","0","21.56862745","50","0","3.666666667","13.33333333","17","0","7.333333333","26.66666667","34"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00279","","","","10","8","2","2","8","2","2","8","0","0","0","0","33","","","","","","","0","33","0","","","","0","0","0","0","0","0","4.125","3.3","","0","80","0","0","110","110","0","0","137.5","137.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00280","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00281","","","","10","7","2","2","8","2","2","6","5","5","2.9","0.03","13","5","2","1","6","2","0","2.93","15.93","10","0.58","0.006","0.293","1.666666667","1","0.833333333","0.5","0.488333333","0.293","2.166666667","1.3","50","18.39296924","60","9.666666667","9.766666667","43.33333333","53.1","16.11111111","16.27777778","72.22222222","88.5"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00282","","","","10","8","3","3","9","2","2","7","2","2","0.8","0.01","23","4","2","1","4","3","0.12","0.81","23.81","4","0.4","0.005","0.2025","0.571428571","0.4","0.285714286","0.2","0.115714286","0.081","3.285714286","2.3","50","3.401931961","70","2.666666667","2.7","76.66666667","79.36666667","3.80952381","3.857142857","109.5238095","113.3809524"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00283","","","","10","7","2","2","8","2","2","5","0","0","0","0","18","","","","","","","0","18","0","","","","0","0","0","0","0","0","3.6","1.8","","0","50","0","0","60","60","0","0","120","120"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00284","","","","10","6","2","2","8","2","2","4","3","2","1.2","0.01","8","3","1","1","8","2","0","1.21","9.21","5","0.4","0.005","0.242","1.25","0.5","0.75","0.3","0.3025","0.121","2","0.8","60","13.13789359","40","4","4.033333333","26.66666667","30.7","10","10.08333333","66.66666667","76.75"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00285","","","","10","10","2","2","8","2","2","5","10","2","4","0.02","20","8","2","1","6","1","1.04","4.02","24.02","12","0.4","0.01","0.335","2.4","1.2","2","1","0.804","0.402","4","2","83.33333333","16.73605329","50","13.33333333","13.4","66.66666667","80.06666667","26.66666667","26.8","133.3333333","160.1333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00286","","","","10","10","3","3","8","2","2","8","7","1","2.6","1.1","21","9","2","1","3","2","0.12","3.7","24.7","8","0.371428571","1.1","0.4625","1","0.8","0.875","0.7","0.4625","0.37","2.625","2.1","87.5","14.97975709","80","8.666666667","12.33333333","70","82.33333333","10.83333333","15.41666667","87.5","102.9166667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00287","","","","10","4","3","3","7","2","2","4","3","2","0.6","0.01","9","5","1","1","2","5","10.5","0.61","9.61","5","0.2","0.005","0.122","1.25","0.5","0.75","0.3","0.1525","0.061","2.25","0.9","60","6.347554631","40","2","2.033333333","30","32.03333333","5","5.083333333","75","80.08333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00288","","","","10","6","3","2","7","2","2","4","0","0","0","0","7","","","","","","","0","7","0","","","","0","0","0","0","0","0","1.75","0.7","","0","40","0","0","23.33333333","23.33333333","0","0","58.33333333","58.33333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00289","","","","10","4","2","2","8","2","2","3","0","0","0","0","18","","","","","","","0","18","0","","","","0","0","0","0","0","0","6","1.8","","0","30","0","0","60","60","0","0","200","200"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00290","","","","10","9","2","2","9","2","2","6","3","2","0.7","0.02","3","3","1","1","3","6","0.12","0.72","3.72","5","0.233333333","0.01","0.144","0.833333333","0.5","0.5","0.3","0.12","0.072","0.5","0.3","60","19.35483871","60","2.333333333","2.4","10","12.4","3.888888889","4","16.66666667","20.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00291","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00292","","","","10","2","2","2","7","2","2","2","3","3","0.4","0.015","5","3","1","1","3","6","0.12","0.415","5.415","6","0.133333333","0.005","0.069166667","3","0.6","1.5","0.3","0.2075","0.0415","2.5","0.5","50","7.663896584","20","1.333333333","1.383333333","16.66666667","18.05","6.666666667","6.916666667","83.33333333","90.25"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00293","","","","10","7","2","2","8","2","2","4","0","10","0","0.05","","9","2","1","7","7","0.12","0.05","","10","","0.005","0.005","2.5","1","0","0","0.0125","0.005","","","0","","40","0","0.166666667","","","0","0.416666667","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00294","","","","10","1","2","6","7","2","2","1","0","0","0","0","0.5","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.5","0.05","","0","10","0","0","1.666666667","1.666666667","0","0","16.66666667","16.66666667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00295","","","","10","10","3","2","8","2","2","8","0","1","0","0.01","30","8","1","1","3","7","0","0.01","30.01","1","","0.01","0.01","0.125","0.1","0","0","0.00125","0.001","3.75","3","0","0.033322226","80","0","0.033333333","100","100.0333333","0","0.041666667","125","125.0416667"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00296","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00297","","","","10","9","2","2","8","3","2","8","1","0","0.3","0","11","4","1","1","4","6","0","0.3","11.3","1","0.3","","0.3","0.125","0.1","0.125","0.1","0.0375","0.03","1.375","1.1","100","2.654867257","80","1","1","36.66666667","37.66666667","1.25","1.25","45.83333333","47.08333333"
"","","UGP2017SER-AT01","","","","","","","","","UGP2017SER-AT01-00298","","","","10","9","3","3","9","2","2","8","7","5","2.1","0.04","32","5","1","1","4","2","0.02","2.14","34.14","12","0.3","0.008","0.178333333","1.5","1.2","0.875","0.7","0.2675","0.214","4","3.2","58.33333333","6.268306971","80","7","7.133333333","106.6666667","113.8","8.75","8.916666667","133.3333333","142.25"
